wavelength (microns),Re_eps,Im_eps
0.504,1.46206,1.22513e-06
0.503728,1.46208,1.24576e-06
0.503456,1.46209,1.26655e-06
0.503184,1.46211,1.28751e-06
0.502913,1.46212,1.30864e-06
0.502642,1.46214,1.32993e-06
0.502371,1.46215,1.35139e-06
0.5021,1.46216,1.37301e-06
0.50183,1.46218,1.3948e-06
0.50156,1.46219,1.41675e-06
0.50129,1.46221,1.43887e-06
0.501021,1.46222,1.46115e-06
0.500752,1.46224,1.4836e-06
0.500483,1.46225,1.50621e-06
0.500215,1.46227,1.52899e-06
0.499946,1.46228,1.55193e-06
0.499678,1.46229,1.57504e-06
0.499411,1.46231,1.59831e-06
0.499143,1.46232,1.62175e-06
0.498876,1.46234,1.64535e-06
0.49861,1.46235,1.66911e-06
0.498343,1.46237,1.69304e-06
0.498077,1.46238,1.71713e-06
0.497811,1.4624,1.74139e-06
0.497545,1.46241,1.76581e-06
0.49728,1.46242,1.79039e-06
0.497015,1.46244,1.81514e-06
0.49675,1.46245,1.84005e-06
0.496486,1.46247,1.86513e-06
0.496221,1.46248,1.89037e-06
0.495957,1.4625,1.91577e-06
0.495694,1.46251,1.94133e-06
0.49543,1.46253,1.96706e-06
0.495167,1.46254,1.99295e-06
0.494904,1.46256,2.01901e-06
0.494642,1.46257,2.04523e-06
0.49438,1.46259,2.07161e-06
0.494118,1.4626,2.09815e-06
0.493856,1.46261,2.12486e-06
0.493594,1.46263,2.15173e-06
0.493333,1.46264,2.17876e-06
0.493072,1.46266,2.20595e-06
0.492812,1.46267,2.23331e-06
0.492552,1.46269,2.26083e-06
0.492291,1.4627,2.28851e-06
0.492032,1.46272,2.31636e-06
0.491772,1.46273,2.34437e-06
0.491513,1.46275,2.37254e-06
0.491254,1.46276,2.40087e-06
0.490995,1.46278,2.42936e-06
0.490737,1.46279,2.45802e-06
0.490479,1.46281,2.48684e-06
0.490221,1.46282,2.51582e-06
0.489963,1.46284,2.54496e-06
0.489706,1.46285,2.57426e-06
0.489449,1.46286,2.60373e-06
0.489192,1.46288,2.63336e-06
0.488936,1.46289,2.66315e-06
0.488679,1.46291,2.6931e-06
0.488423,1.46292,2.72321e-06
0.488168,1.46294,2.75349e-06
0.487912,1.46295,2.78392e-06
0.487657,1.46297,2.81452e-06
0.487402,1.46298,2.84528e-06
0.487147,1.463,2.8762e-06
0.486893,1.46301,2.90728e-06
0.486639,1.46303,2.93853e-06
0.486385,1.46304,2.96993e-06
0.486133,1.46306,3.0013e-06
0.486131,1.46306,3.0015e-06
0.485878,1.46307,3.03323e-06
0.485625,1.46309,3.06512e-06
0.485372,1.4631,3.09717e-06
0.48512,1.46312,3.12938e-06
0.484867,1.46313,3.16176e-06
0.484615,1.46315,3.19429e-06
0.484364,1.46316,3.22699e-06
0.484112,1.46318,3.25984e-06
0.483861,1.46319,3.29286e-06
0.48361,1.46321,3.32604e-06
0.483359,1.46322,3.35938e-06
0.483109,1.46324,3.39288e-06
0.482859,1.46325,3.42654e-06
0.482609,1.46327,3.46037e-06
0.482359,1.46328,3.49435e-06
0.48211,1.4633,3.5285e-06
0.48186,1.46331,3.56281e-06
0.481612,1.46333,3.59727e-06
0.481363,1.46334,3.6319e-06
0.481115,1.46336,3.66669e-06
0.480866,1.46337,3.70164e-06
