wavelength (microns),Re_eps,Im_eps
0.452841,2.14675,2.65804e-05
0.452621,2.1468,2.67409e-05
0.452402,2.14686,2.69018e-05
0.452182,2.14691,2.70632e-05
0.451963,2.14696,2.72251e-05
0.451744,2.14701,2.73876e-05
0.451525,2.14706,2.75505e-05
0.451307,2.14712,2.77139e-05
0.451089,2.14717,2.78778e-05
0.45087,2.14722,2.80422e-05
0.450652,2.14727,2.82071e-05
0.450435,2.14733,2.83725e-05
0.450217,2.14738,2.85384e-05
0.45,2.14743,2.87048e-05
0.449783,2.14749,2.88716e-05
0.449566,2.14754,2.9039e-05
0.449349,2.14759,2.92069e-05
0.449133,2.14764,2.93753e-05
0.448917,2.1477,2.95442e-05
0.448701,2.14775,2.97135e-05
0.448485,2.1478,2.98834e-05
0.448269,2.14786,3.00538e-05
0.448054,2.14791,3.02247e-05
0.447839,2.14796,3.0396e-05
0.447624,2.14802,3.05679e-05
0.447409,2.14807,3.07403e-05
0.447194,2.14812,3.09132e-05
0.44698,2.14818,3.10866e-05
0.446766,2.14823,3.12604e-05
0.446552,2.14828,3.14348e-05
0.446338,2.14834,3.16097e-05
0.446124,2.14839,3.17851e-05
0.445911,2.14844,3.1961e-05
0.445698,2.1485,3.21374e-05
